Reference_ID,Received_At,University,Caller_Name,Outcome_1,Remark,Campaign_ID,Escalation_Required
444938,2024-03-15 11:37:46,Illinois Institute of Technology,Rudra,Completed application,he just uploaded the application before the call,FA24SIC,No
429106,2024-03-15 11:44:03,Illinois Institute of Technology,Rudra,Completed application,submitted official transcript,FA24SIC,No
427656,2024-03-15 11:45:18,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
434819,2024-03-15 11:45:57,Illinois Institute of Technology,Prajwal,Completed application,student already submitted transcript till 5th semester and also mailed a written letter given by college to our id but did not get response from our side,FA24SIC,Yes
442453,2024-03-15 11:48:03,Illinois Institute of Technology,Rudra,Completed application,already submitted IELTS score card,FA24SIC,No
421377,2024-03-15 11:48:41,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
422650,2024-03-15 11:49:52,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
439953,2024-03-15 11:51:19,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
430290,2024-03-15 11:52:45,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
408737,2024-03-15 11:53:58,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
433268,2024-03-15 11:56:47,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
433894,2024-03-15 11:58:27,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
434697,2024-03-15 12:01:21,Illinois Institute of Technology,Rudra,Not interested to IIT,will drop the application because he can't take tofel or ielts now,FA24SIC,No
435910,2024-03-15 12:02:02,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
449352,2024-03-15 12:02:52,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
446588,2024-03-15 12:04:39,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
446161,2024-03-15 12:04:51,Illinois Institute of Technology,Rudra,Not connected,cut the call,FA24SIC,No
432462,2024-03-15 12:06:14,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
431662,2024-03-15 12:10:21,Illinois Institute of Technology,Prajwal,Will Submit the docx,will upload the docx also he already mailed us his toefl scores.,FA24SIC,Yes
430940,2024-03-15 12:17:16,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
433204,2024-03-15 12:21:32,Illinois Institute of Technology,Prajwal,Completed application,student already uploaded transcript many times.,FA24SIC,Yes
436129,2024-03-15 12:25:00,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
440430,2024-03-15 12:34:15,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
434936,2024-03-15 12:42:34,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
441472,2024-03-15 12:46:59,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
405690,2024-03-15 12:51:39,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
431177,2024-03-15 12:56:30,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
446997,2024-03-15 13:02:53,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
435958,2024-03-15 13:13:09,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
438441,2024-03-15 13:30:26,Illinois Institute of Technology,Rudra,Completed application,to many time submitted official transcript,FA24SIC,Yes
401760,2024-03-15 13:41:25,Illinois Institute of Technology,Rudra,Completed application,He has given DET but told to give TOEFL or IELTS and update the application.,FA24SIC,No
422191,2024-03-15 13:44:20,Illinois Institute of Technology,Prajwal,Not interested to IIT,Already got admitted in PACE UNIVERSITY,FA24SIC,No
439862,2024-03-15 13:46:52,Illinois Institute of Technology,Rudra,Completed application,"what is the exact issue with the transcript, he uploaded already",FA24SIC,Yes
411186,2024-03-15 13:51:01,Illinois Institute of Technology,Rudra,Completed application,"to many time submitted official transcript, now not able to upload it to the website",FA24SIC,Yes
429609,2024-03-15 13:51:23,Illinois Institute of Technology,Prajwal,Will Submit the docx,she already uploaded it multiple times but will do it again within 2 to 3 days,FA24SIC,Yes
430497,2024-03-15 13:54:05,Illinois Institute of Technology,Rudra,Completed application,"to many time submitted official transcript, he don't know what is wrong with his transcript exactly",FA24SIC,Yes
445546,2024-03-15 13:55:42,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
436359,2024-03-15 13:57:08,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
450100,2024-03-15 14:00:13,Illinois Institute of Technology,Rudra,Completed application,"already submitted IELTS score card , he also said it will take time for him to submit his passport and financial doc",FA24SIC,Yes
434726,2024-03-15 14:04:36,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
434344,2024-03-15 14:05:27,Illinois Institute of Technology,Rudra,Completed application,She have uploaded all transcript but she is waiting for 4th result,FA24SIC,Yes
446320,2024-03-15 14:11:21,Illinois Institute of Technology,Prajwal,Completed application,already submitted IELTS scores.,FA24SIC,Yes
438556,2024-03-15 14:19:10,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
450735,2024-03-15 14:24:42,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
437881,2024-03-15 14:27:31,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
450767,2024-03-15 14:30:42,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
441396,2024-03-15 14:33:42,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
432524,2024-03-15 14:36:39,Illinois Institute of Technology,Rudra,Not interested to IIT,"he is applied for different university, possibly drop the application",FA24SIC,No
439893,2024-03-15 14:40:54,Illinois Institute of Technology,Prajwal,Completed application,already submitted the toefl scores.,FA24SIC,Yes
432228,2024-03-15 14:41:18,Illinois Institute of Technology,Rudra,Will Submit the docx,will upload after the IELTS exam,FA24SIC,No
429404,2024-03-15 14:44:49,Illinois Institute of Technology,Rudra,Completed application,he have 1st and 2nd sem marks card duplicate which is issued by university itself but still rejecting,FA24SIC,Yes
435372,2024-03-15 14:46:17,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
447928,2024-03-15 14:46:28,Illinois Institute of Technology,Prajwal,Completed application,"already uploaded the IELTS score, now she will be mail us the IELTS score as well",FA24SIC,Yes
422365,2024-03-15 14:48:15,Illinois Institute of Technology,Rudra,Voicemail,No Remark,FA24SIC,No
439618,2024-03-15 14:52:21,Illinois Institute of Technology,Rudra,Completed application,to many time submitted official transcript,FA24SIC,No
440584,2024-03-15 14:55:22,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
441907,2024-03-15 14:59:18,Illinois Institute of Technology,Rudra,Will Submit the docx,his consultancy already submitted IELTS score card,FA24SIC,No
427504,2024-03-15 15:00:56,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
444920,2024-03-15 15:01:54,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24SIC,No
446607,2024-03-15 15:04:23,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
424663,2024-03-15 15:07:40,Illinois Institute of Technology,Rudra,Not interested to IIT,not interested in IIT because now not possible to write IELTS,FA24SIC,No
445938,2024-03-15 15:08:38,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
432448,2024-03-15 15:10:42,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
440152,2024-03-15 15:14:26,Illinois Institute of Technology,Rudra,Will Submit the docx,while in seminar this person aqazi4@iit.edu told him he can send remaining transcript to her. he is still in 4th year waiting for his marks card.,FA24SIC,Yes
440977,2024-03-15 15:19:27,Illinois Institute of Technology,Rudra,Completed application,yesterday only he have uploaded it,FA24SIC,Yes
436142,2024-03-15 15:22:07,Illinois Institute of Technology,Rudra,Will Submit the docx,No Remark,FA24SIC,No
441503,2024-03-15 15:26:10,Illinois Institute of Technology,Rudra,Will Submit the docx,He has given DET but told to give TOEFL or IELTS and update the application.,FA24SIC,No
449106,2024-03-15 15:29:00,Illinois Institute of Technology,Rudra,Will Submit the docx,consultancy handling it,FA24SIC,No
441022,2024-03-15 15:30:22,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
444951,2024-03-15 15:34:57,Illinois Institute of Technology,Rudra,Completed application,"to many time submitted official transcript, also college sent it to IIT",FA24SIC,Yes
444196,2024-03-15 15:36:44,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
428233,2024-03-15 15:38:55,Illinois Institute of Technology,Rudra,Disconnected,He don't have official letter from college because he is in home town,FA24SIC,No
435929,2024-03-15 15:41:09,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
429616,2024-03-15 15:43:19,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
414345,2024-03-15 15:45:47,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
434995,2024-03-15 15:47:47,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
446683,2024-03-15 15:51:38,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
438655,2024-03-15 15:53:40,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
430574,2024-03-15 15:55:40,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
445193,2024-03-15 16:06:09,Illinois Institute of Technology,Prajwal,Completed application,No Remark,FA24SIC,No
440974,2024-03-15 16:12:11,Illinois Institute of Technology,Prajwal,Reschedule,student was in the middle of something so he want us to reschedule the call.,FA24SIC,No
450645,2024-03-15 16:19:49,Illinois Institute of Technology,Prajwal,Will Submit the docx,he will send the document on mail as he is not getting the opt in application portal.,FA24SIC,No
398298,2024-03-15 16:22:47,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
446762,2024-03-15 16:24:14,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24SIC,No
427666,2024-03-15 16:24:16,Illinois Institute of Technology,Prajwal,Voicemail,No Remark,FA24SIC,No
422230,2024-03-15 16:25:23,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
425281,2024-03-15 16:26:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
438686,2024-03-15 16:27:34,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
434145,2024-03-15 16:30:52,Illinois Institute of Technology,Rudra,Will Submit the docx,he is waiting for is college to provide OD certificate,FA24SIC,No
435917,2024-03-15 16:35:25,Illinois Institute of Technology,Rudra,Completed application,to many time submitted official transcript,FA24SIC,Yes
444877,2024-03-15 16:36:59,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
450310,2024-03-15 16:40:52,Illinois Institute of Technology,Rudra,Completed application,"already mailed through provided mail id, said will do upload again",FA24SIC,No
422334,2024-03-15 16:42:09,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
448521,2024-03-15 16:43:37,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
430830,2024-03-15 16:44:07,Illinois Institute of Technology,Prajwal,Disconnected,No Remark,FA24SIC,No
422664,2024-03-15 16:49:01,Illinois Institute of Technology,Rudra,Will Submit the docx,So many time submitted official transcript,FA24SIC,Yes
442425,2024-03-15 16:50:12,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
439587,2024-03-15 16:51:30,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
427985,2024-03-15 16:51:52,Illinois Institute of Technology,Prajwal,Will Submit the docx,will submit the written letter from college attach with the transcript as he is not getting semester wise marksheet.,FA24SIC,Yes
425475,2024-03-15 16:52:54,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
448130,2024-03-15 16:55:27,Illinois Institute of Technology,Rudra,Completed application,will upload now,FA24SIC,No
447304,2024-03-15 16:57:40,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
423471,2024-03-15 16:57:40,Illinois Institute of Technology,Prajwal,Will Submit the docx,he did not received the official transcript so he will ask for a official letter by the college.,FA24SIC,No
450309,2024-03-15 16:59:01,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
421849,2024-03-15 17:00:14,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
422336,2024-03-15 17:00:28,Illinois Institute of Technology,Rudra,Will Submit the docx,will update now,FA24SIC,No
427667,2024-03-15 17:01:17,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
428475,2024-03-15 17:03:35,Illinois Institute of Technology,Rudra,Completed application,So many time submitted official transcript but partially,FA24SIC,Yes
437272,2024-03-15 17:04:55,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
437756,2024-03-15 17:05:25,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
421815,2024-03-15 17:07:20,Illinois Institute of Technology,Rudra,Completed application,already submitted TOEFL,FA24SIC,No
410337,2024-03-15 17:08:35,Illinois Institute of Technology,Palak,Completed application,student submitted multile times,FA24SIC,Yes
441002,2024-03-15 17:10:05,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
446625,2024-03-15 17:10:47,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
440393,2024-03-15 17:11:57,Illinois Institute of Technology,Rudra,Will Submit the docx,will submit in a week,FA24SIC,No
431115,2024-03-15 17:12:25,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
415807,2024-03-15 17:13:14,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
427656,2024-03-15 17:13:40,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
435052,2024-03-15 17:14:30,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
434340,2024-03-15 17:14:52,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
439898,2024-03-15 17:16:39,Illinois Institute of Technology,Palak,Disconnected,No Remark,FA24SIC,No
414670,2024-03-15 17:17:10,Illinois Institute of Technology,Rudra,Will Submit the docx,He has given DET but told to give TOEFL or IELTS and update the application.,FA24SIC,No
427936,2024-03-15 17:18:40,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
431119,2024-03-15 17:18:53,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
409215,2024-03-15 17:21:53,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
429993,2024-03-15 17:23:09,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
432059,2024-03-15 17:23:30,Illinois Institute of Technology,Rudra,Completed application,already submitted IELTS score card but website is not showing the progress.,FA24SIC,Yes
428813,2024-03-15 17:25:10,Illinois Institute of Technology,Prajwal,Will Submit the docx,will take a official written letter from college and will attach with the duplicate marksheet and will upload again,FA24SIC,No
431289,2024-03-15 17:25:47,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
434533,2024-03-15 17:25:55,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
437074,2024-03-15 17:27:48,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
448331,2024-03-15 17:28:46,Illinois Institute of Technology,Rudra,Completed application,already submitted TOEFL,FA24SIC,Yes
429737,2024-03-15 17:29:26,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
450725,2024-03-15 17:29:49,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
435520,2024-03-15 17:30:13,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
442478,2024-03-15 17:30:50,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
438865,2024-03-15 17:32:01,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
443109,2024-03-15 17:32:34,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
422930,2024-03-15 17:34:08,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
446854,2024-03-15 17:36:25,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
400449,2024-03-15 17:39:16,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
441401,2024-03-15 17:41:18,Illinois Institute of Technology,Palak,Completed application,No Remark,FA24SIC,No
445401,2024-03-15 17:41:31,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
449094,2024-03-15 17:45:14,Illinois Institute of Technology,Prajwal,Completed application,student already submitted the IELTS scores,FA24SIC,Yes
433484,2024-03-15 17:47:59,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
449645,2024-03-15 17:49:57,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
430624,2024-03-15 17:53:56,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
434293,2024-03-15 17:54:16,Illinois Institute of Technology,Prajwal,Completed application,already submitted official transcript.,FA24SIC,Yes
436478,2024-03-15 17:56:45,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
428674,2024-03-15 17:57:03,Illinois Institute of Technology,Prajwal,Will Submit the docx,No Remark,FA24SIC,No
430461,2024-03-15 18:02:03,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
428452,2024-03-15 18:07:11,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
447225,2024-03-15 18:07:46,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
436627,2024-03-15 18:08:50,Illinois Institute of Technology,Prajwal,Completed application,already submitted all the documents required,FA24SIC,Yes
433802,2024-03-15 18:09:18,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
438183,2024-03-15 18:11:29,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
429916,2024-03-15 18:13:18,Illinois Institute of Technology,Rudra,Not interested to IIT,He has given DET but not able to give TOEFL or IELTS,FA24SIC,No
436882,2024-03-15 18:15:02,Illinois Institute of Technology,Prajwal,Reschedule,he was in rush so he want to reschedule the call,FA24SIC,No
437984,2024-03-15 18:18:25,Illinois Institute of Technology,Palak,Reschedule,No Remark,FA24SIC,No
440671,2024-03-15 18:20:29,Illinois Institute of Technology,Rudra,Will Submit the docx,his university will not issue any individual marks card but he have requested the uni to confirm with the document so he is waiting for that.,FA24SIC,Yes
449133,2024-03-15 18:27:32,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
447023,2024-03-15 18:30:02,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
443111,2024-03-15 18:30:19,Illinois Institute of Technology,Rudra,Completed application,he is completed application with different mail id hamalhamza@gmail.com but in that his name is wrong he told. he wanted to complete the application with shadowstark109@gmail.com,FA24SIC,Yes
438671,2024-03-15 18:33:04,Illinois Institute of Technology,Rudra,Disconnected,No Remark,FA24SIC,No
414661,2024-03-15 18:33:29,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
405739,2024-03-15 18:35:32,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
414661,2024-03-15 18:35:52,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
435065,2024-03-15 18:36:47,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
437367,2024-03-15 18:41:11,Illinois Institute of Technology,Rudra,Will Submit the docx,but he is telling his score is less then 80,FA24SIC,No
401445,2024-03-15 18:42:16,Illinois Institute of Technology,Prajwal,Reschedule,call is rescheduled because call got disconnected due to electricity issue,FA24SIC,No
434295,2024-03-15 18:45:23,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
445974,2024-03-15 18:50:52,Illinois Institute of Technology,Prajwal,Completed application,said that documents required might me uploaded as he did not fill the application he might check once again and upload it.,FA24SIC,Yes
446144,2024-03-15 18:52:53,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
440819,2024-03-15 18:53:11,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
412023,2024-03-15 18:58:57,Illinois Institute of Technology,Prajwal,Will Submit the docx,he will be submitting again the official letter given by college attached with transcripts.,FA24SIC,No
435405,2024-03-15 19:00:03,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
439655,2024-03-15 19:15:26,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
442456,2024-03-15 19:23:03,Illinois Institute of Technology,Palak,Reschedule,Update student number :9958211905,FA24SIC,Yes
447531,2024-03-15 19:28:58,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
405214,2024-03-15 19:37:28,Illinois Institute of Technology,Palak,Completed application,submitted multiple times,FA24SIC,Yes
447988,2024-03-15 19:41:21,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
437207,2024-03-15 19:49:04,Illinois Institute of Technology,Palak,Disconnected,No Remark,FA24SIC,No
412098,2024-03-15 19:51:01,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
445807,2024-03-15 19:57:27,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
450357,2024-03-15 20:00:45,Illinois Institute of Technology,Palak,Completed application,No Remark,FA24SIC,No
433854,2024-03-15 20:12:06,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
437984,2024-03-15 20:16:05,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
401872,2024-03-15 20:20:58,Illinois Institute of Technology,Palak,Completed application,already submit the document but geting mails from university for submitting again,FA24SIC,Yes
436478,2024-03-15 21:03:12,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
446626,2024-03-15 21:05:44,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
431313,2024-03-15 21:07:39,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
440169,2024-03-15 21:09:43,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
432517,2024-03-16 19:07:08,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
427656,2024-03-16 19:09:38,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
441424,2024-03-16 19:11:45,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
432464,2024-03-16 19:14:15,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
447974,2024-03-16 19:17:54,Illinois Institute of Technology,Palak,Completed application,mailed the doc,FA24SIC,Yes
432573,2024-03-16 19:23:21,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
437254,2024-03-16 19:26:43,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
439946,2024-03-16 19:28:38,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
410332,2024-03-16 19:35:24,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
428694,2024-03-16 19:41:34,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
446973,2024-03-16 19:43:40,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
436466,2024-03-16 19:45:12,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
435818,2024-03-16 19:52:22,Illinois Institute of Technology,Palak,Completed application,Student has submitted the original document but get rejected,FA24SIC,Yes
427674,2024-03-16 19:59:31,Illinois Institute of Technology,Palak,Completed application,No Remark,FA24SIC,No
427674,2024-03-16 20:00:22,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
449126,2024-03-16 20:02:40,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
438328,2024-03-16 20:04:05,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
437061,2024-03-16 20:07:50,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
434111,2024-03-16 20:11:11,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
434111,2024-03-16 20:14:09,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
414605,2024-03-16 20:18:51,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
439942,2024-03-16 20:21:08,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
445672,2024-03-16 20:23:25,Illinois Institute of Technology,Palak,Completed application,No Remark,FA24SIC,No
427629,2024-03-16 20:25:48,Illinois Institute of Technology,Palak,Reschedule,No Remark,FA24SIC,No
448163,2024-03-16 20:28:45,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
414659,2024-03-16 20:31:48,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
437832,2024-03-16 20:34:53,Illinois Institute of Technology,Palak,Will Submit the docx,No Remark,FA24SIC,No
434998,2024-03-16 20:36:43,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
446586,2024-03-16 20:38:34,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
445872,2024-03-16 20:41:45,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
437743,2024-03-16 20:43:25,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
411017,2024-03-16 20:45:16,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
449830,2024-03-16 20:47:22,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
439692,2024-03-16 20:48:40,Illinois Institute of Technology,Palak,Not connected,No Remark,FA24SIC,No
424922,2024-03-16 20:50:02,Illinois Institute of Technology,Palak,Disconnected,No Remark,FA24SIC,No
427629,2024-03-18 10:32:01,Illinois Institute of Technology,Rudra,Completed application,already submitted IELTS score card but website is not showing the progress. he is getting repeated calls without fixing his issue.,FA24SIC,Yes
435328,2024-03-18 10:37:01,Illinois Institute of Technology,Rudra,Not interested to IIT,he is dropping the application because DET not accepted now,FA24SIC,No
438172,2024-03-18 10:39:27,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
426613,2024-03-18 10:40:42,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
407151,2024-03-18 10:42:17,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
434899,2024-03-18 10:44:53,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
435872,2024-03-18 10:46:21,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
445150,2024-03-18 10:47:34,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
445079,2024-03-18 10:48:47,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
431752,2024-03-18 10:49:46,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
449298,2024-03-18 10:50:29,Illinois Institute of Technology,Prajwal,Completed application,already submitted the score earlier and also sent the scores on our id,FA24SIC,Yes
436739,2024-03-18 10:50:54,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
440916,2024-03-18 10:52:17,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
449831,2024-03-18 10:53:34,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
440991,2024-03-18 10:54:52,Illinois Institute of Technology,Rudra,Not connected,No Remark,FA24SIC,No
438896,2024-03-18 10:56:11,Illinois Institute of Technology,Rudra,Wrong number,No Remark,FA24SIC,No
435381,2024-03-18 10:56:51,Illinois Institute of Technology,Prajwal,Not connected,No Remark,FA24SIC,No
